Sun,9:00:00,10:20:00,401,law
Sun,9:00:00,10:20:00,308,law
Mon,9:00:00,10:20:00,308,law
Tue,9:00:00,10:20:00,308,law
Tue,9:00:00,10:20:00,504,law
Tue,9:00:00,10:20:00,409,law
Wed,9:00:00,10:20:00,401,law
Wed,9:00:00,10:20:00,505,law
Wed,9:00:00,10:20:00,308,law
Wed,9:00:00,10:20:00,409,law
Thu,9:00:00,10:20:00,401,law
Thu,9:00:00,10:20:00,308,law
Sun,10:30:00,11:50:00,505,law
Sun,10:30:00,11:50:00,308,law
Sun,10:30:00,11:50:00,401,law
Sun,10:30:00,11:50:00,409,law
Mon,10:30:00,11:50:00,308,law
Mon,10:30:00,11:50:00,401,law
Mon,10:30:00,11:50:00,409,law
Tue,10:30:00,11:50:00,308,law
Tue,10:30:00,11:50:00,504,law
Tue,10:30:00,11:50:00,505,law
Tue,10:30:00,11:50:00,409,law
Wed,10:30:00,11:50:00,504,law
Wed,10:30:00,11:50:00,308,law
Wed,10:30:00,11:50:00,401,law
Wed,10:30:00,11:50:00,409,law
Wed,10:30:00,11:50:00,505,law
Thu,10:30:00,11:50:00,401,law
Thu,10:30:00,11:50:00,308,law
Sun,12:00:00,1:20:00,308,law
Sun,12:00:00,1:20:00,504,law
Sun,12:00:00,1:20:00,505,law
Sun,12:00:00,1:20:00,401,law
Sun,12:00:00,1:20:00,409,law
Mon,12:00:00,1:20:00,401,law
Mon,12:00:00,1:20:00,504,law
Mon,12:00:00,1:20:00,505,law
Mon,12:00:00,1:20:00,401,law
Mon,12:00:00,1:20:00,409,law
Mon,12:00:00,1:20:00,308,law
Tue,12:00:00,1:20:00,308,law
Tue,12:00:00,1:20:00,505,law
Tue,12:00:00,1:20:00,504,law
Tue,12:00:00,1:20:00,409,law
Tue,12:00:00,1:20:00,401,law
Wed,12:00:00,1:20:00,504,law
Wed,12:00:00,1:20:00,308,law
Wed,12:00:00,1:20:00,409,law
Wed,12:00:00,1:20:00,401,law
Wed,12:00:00,1:20:00,505,law
Thu,12:00:00,1:20:00,504,law
Thu,12:00:00,1:20:00,308,law
Thu,12:00:00,1:20:00,505,law
Thu,12:00:00,1:20:00,401,law
Sun,1:30:00,2:50:00,308,law
Sun,1:30:00,2:50:00,504,law
Sun,1:30:00,2:50:00,401,law
Sun,1:30:00,2:50:00,409,law
Sun,1:30:00,2:50:00,505,law
Mon,1:30:00,2:50:00,409,law
Mon,1:30:00,2:50:00,504,law
Mon,1:30:00,2:50:00,308,law
Mon,1:30:00,2:50:00,409,law
Mon,1:30:00,2:50:00,401,law
Tue,1:30:00,2:50:00,505,law
Tue,1:30:00,2:50:00,401,law
Tue,1:30:00,2:50:00,409,law
Tue,1:30:00,2:50:00,308,law
Wed,1:30:00,2:50:00,504,law
Wed,1:30:00,2:50:00,308,law
Wed,1:30:00,2:50:00,401,law
Wed,1:30:00,2:50:00,409,law
Wed,1:30:00,2:50:00,505,law
Thu,1:30:00,2:50:00,308,law
Thu,1:30:00,2:50:00,401,law
Sun,3:00:00,4:20:00,308,law
Sun,3:00:00,4:20:00,504,law
Sun,3:00:00,4:20:00,409,law
Sun,3:00:00,4:20:00,505,law
Mon,3:00:00,4:20:00,409,law
Mon,3:00:00,4:20:00,308,law
Mon,3:00:00,4:20:00,409,law
Mon,3:00:00,4:20:00,504,law
Tue,3:00:00,4:20:00,409,law
Tue,3:00:00,4:20:00,401,law
Tue,3:00:00,4:20:00,308,law
Wed,3:00:00,4:20:00,308,law
Wed,3:00:00,4:20:00,401,law
Wed,3:00:00,4:20:00,505,law
Thu,3:00:00,4:20:00,308,law
